event	event_label	time	line_id	landmark_label	landmark_type	relatum_label	relatum_type	relation_type	change_type	change_on	attribute_type	outdates	makes_effective
13	boulevard de courcelles || Ouverture || Ordonnance du Bureau des finances du 16 janvier 1789	1789-01-16	10063_ouverture	Boulevard de Courcelles	boulevard				transition	attribute	geometry
937	passage charles dallery || Historique || La partie débouchant sur la rue de la Roquette, indiquée sur le plan de Jouvin de Rochefort (1672), était anciennement l'impasse ou cul-de-sac de la Roquette	1672	9757_historique_2	Passage Charles Dallery	passage				transition	attribute	name	cul-de-sac de la Roquette
940	passage charles dallery || Numérotation || Arrêté du 12 avril et 14 mai 1884	1884-05-14	9757_numérotation	Passage Charles Dallery	passage				numerotation	landmark
941	place charles de gaulle || Classement || Décret du 23 mai 1863	1863-05-23	9759_classement	Place Charles de Gaulle	place				classement	landmark
942	place charles de gaulle || Dénomination || Arrêté du 13 novembre 1970	1970-11-13	9759_dénomination	Place Charles de Gaulle	place				transition	attribute	name		place Charles de Gaulle
943	place charles de gaulle || Historique || Précédemment, place de l'Etoile		9759_historique_1	Place Charles de Gaulle	place				transition	attribute	name	place de l'Etoile	rue de Campo-Formio
944	place charles de gaulle || Historique || Créée vers 1670	1670	9759_historique_2	Place Charles de Gaulle	place				landmark	appearance
946	place charles vallin || Dénomination || Arrêté du 9 mai 1955	1955-05-09	9794_dénomination	Place Charles Vallin	place				transition	attribute	name		place Charles Vallin
947	rue des chartreux || Dénomination || Arrêté du 1er février 1877	1877-02	9809_dénomination	Rue des Chartreux	rue				transition	attribute	name		rue des Chartreux
948	rue des chartreux || Historique || Cette voie avait été ouverte sur un autre emplacement en vertu d'un décret du 14 août 1866	1866-08-14	9809_historique_1	Rue des Chartreux	rue				transition	attribute	geometry
950	rue des chartreux || Ouverture || Décret du 17 septembre 1879 (UP)	1879-09-17	9809_ouverture	Rue des Chartreux	rue				transition	attribute	geometry
951	rue du chemin de fer || Historique || Partie du chemin de grande communication n° 34, située autrefois sur le territoire de Pantin, annexé à Paris par décret du 27 juillet 1930	1930-07-27	9837_historique	Rue du Chemin de Fer	rue	Pantin	municipality	within	disapprearance	landmark
951	rue du chemin de fer || Historique || Partie du chemin de grande communication n° 34, située autrefois sur le territoire de Pantin, annexé à Paris par décret du 27 juillet 1930	1930-07-27	9837_historique	Rue du Chemin de Fer	rue	Paris	municipality	within	apprearance	landmark
952	rue du cherche-midi || Dénomination || Décision ministérielle du 5 juin 1832, réunissant les rues de la Vieille Tuilerie et du Petit Vaugirard à la rue du Cherche-Midi	1832-06-05	9845_dénomination	Rue de la Vieille Tuilerie	rue				landmark	disappearance
952	rue du cherche-midi || Dénomination || Décision ministérielle du 5 juin 1832, réunissant les rues de la Vieille Tuilerie et du Petit Vaugirard à la rue du Cherche-Midi	1832-06-05	9845_dénomination	Rue du Cherche-Midi	rue				transition	attribute	name		rue du Cherche-Midi
952	rue du cherche-midi || Dénomination || Décision ministérielle du 5 juin 1832, réunissant les rues de la Vieille Tuilerie et du Petit Vaugirard à la rue du Cherche-Midi	1832-06-05	9845_dénomination	Rue du Petit Vaugirard	rue				landmark	disappearance
966	place chopin || Classement || Décret du 23 mai 1863, dans la voirie parisienne	1863-05-23	9866_classement_1	Place Chopin	place				classement	landmark
967	place chopin || Classement || Précédemment, voie de l'ancienne commune de Passy		9866_classement_2	Place Chopin	place	Passy	municipality	within	classement	landmark
968	place chopin || Dénomination || Arrêté du 10 juin 1897	1897-06-10	9866_dénomination	Place Chopin	place				transition	attribute	name		place Chopin
969	place chopin || Numérotation || Arrêté du 22 novembre 1897	1897-11-22	9866_numérotation	Place Chopin	place				numerotation	landmark
970	rue des cinq diamants || Classement || Décret du 20 septembre 1873 (UP)	1873-09-20	9879_classement_1	Rue des Cinq Diamants	rue				classement	landmark
971	rue des cinq diamants || Classement || Arrêté du 2 mai 1939, pan coupé, côté impair, à l'angle de la rue de la Butte aux Cailles	1939-05-02	9879_classement_2	Rue des Cinq Diamants	rue				classement	landmark
972	rue des cinq diamants || Historique || Voie située autrefois sur le territoire de Gentilly		9879_historique	Rue des Cinq Diamants	rue	Gentilly	municipality	within	disappearance	relation
973	rue des cinq diamants || Numérotation || Arrêté du 2 novembre 1882	1882-11-02	9879_numérotation	Rue des Cinq Diamants	rue				numerotation	landmark
974	rue de la clef || Dénomination || Arrêté du 2 avril 1868, partie comprise entre les rues du Fer à Moulin et Daubenton	1868-04-02	9907_dénomination	Rue de la Clef	rue				transition	attribute	name		rue de la Clef
975	rue de la clef || Historique || L'arrêté du 2 avril 1868 a réuni les rues Vieille Notre-Dame et du Pont aux Biches à la rue de la Clef	1868-04-02	9907_historique_1	Rue de la Clef	rue				transition	attribute	geometry
975	rue de la clef || Historique || L'arrêté du 2 avril 1868 a réuni les rues Vieille Notre-Dame et du Pont aux Biches à la rue de la Clef	1868-04-02	9907_historique_1	Rue du Pont aux Biches	rue				disappearance	landmark
975	rue de la clef || Historique || L'arrêté du 2 avril 1868 a réuni les rues Vieille Notre-Dame et du Pont aux Biches à la rue de la Clef	1868-04-02	9907_historique_1	Rue Vieille Notre-Dame	rue				disappearance	landmark
979	rue de la clef || Historique || elle a porté le nom de rue Saint-Médard		9907_historique_5	Rue de la Clef	rue				transition	attribute	name	rue Saint-Médard
980	rue de la clef || Numérotation || Arrêté du 15 février 1881, côté impair	1881-02-15	9907_numérotation_1	Rue de la Clef	rue				numerotation	landmark
981	rue de la clef || Numérotation || Arrêté du 3 mars 1900, côté pair	1900-03-03	9907_numérotation_2	Rue de la Clef	rue				numerotation	landmark
982	passage colbert || Historique || Il a été appelé passage du Trésor		9949_historique	Passage Colbert	passage				transition	attribute	name		passage du Trésor
983	passage colbert || Ouverture || Créé en 1828	1828	9949_ouverture	Passage Colbert	passage				transition	attribute	geometry
984	rue de commaille || Classement || Arrêté du 20 août 1959	1959-08-20	9979_classement	Rue de Commaille	rue				classement	landmark
985	rue de commaille || Ouverture || Ouverte en 1881	1881	9979_ouverture	Rue de Commaille	rue				transition	attribute	geometry
986	rue du commandeur || Classement || Décret du 22 mars 1894 (UP), entre les rues Bezout, 11, et Montbrun (A)	1894-03-22	9991_classement_1	Rue du Commandeur	rue				classement	landmark
987	rue du commandeur || Classement || Arrêté du 24 mai 1960, le surplus (B)	1960-05-24	9991_classement_2	Rue du Commandeur	rue				classement	landmark
988	rue du commandeur || Dénomination || Arrêté du 1er février 1877	1877-02	9991_dénomination	Rue du Commandeur	rue				transition	attribute	name		rue du Commandeur
990	rue du commerce || Classement || Décret du 23 mai 1863, dans la voirie parisienne	1863-05-23	9995_classement_1	Rue du Commerce	rue				classement	landmark
991	rue du commerce || Classement || Précédemment voie de l'ancienne commune de Grenelle		9995_classement_2	Rue du Commerce	rue	Grenelle	municipality	within	disappearance	relation
992	rue du commerce || Dénomination || Arrêté du 16 mars 1877	1877-03-16	9995_dénomination	Rue du Commerce	rue				transition	attribute	name		rue du Commerce
993	rue du commerce || Historique || L'arrêté du 16 mars 1877 rétablit le nom de rue du Commerce qui avait été changé en rue de la Montagne Noire par arrêté du 1er février 1877	1877-02-01	9995_historique_1	Rue du Commerce	rue				transition	attribute	name	rue du Commerce	rue de la Montagne Noire
994	rue du commerce || Historique || Anciennement la voie s'est appelée rue Saint-Guillaume		9995_historique_2	Rue du Commerce	rue				transition	attribute	name	rue Saint-Guillaume
1000	boulevard de courcelles || Classement || Précédemment voie de l'ancienne commune des Batignolles et de la commune de Neuilly		10063_classement_2	Boulevard de Courcelles	boulevard	Batignolles	municipality	within	disappearance	relation
1000	boulevard de courcelles || Classement || Précédemment voie de l'ancienne commune des Batignolles et de la commune de Neuilly		10063_classement_2	Boulevard de Courcelles	boulevard	Neuilly	municipality	within	disappearance	relation
1012	rue pierre chausson || Historique || C'était en 1896 la rue Prosper Chausson et antérieurement le passage Chausson		12835_historique_2	Rue Pierre Chausson	rue				transition	attribute	name	passage Chausson	rue Prosper Chausson
1030	rue des saussaies || Historique || Elle a aussi été appelée ruelle Baudet, rue de la Couldraie et chemin de la Saussaie		13392_historique_2	Rue des Saussaies	rue				transition	attribute	name	rue de la Couldraie
1031	rue des saussaies || Historique || Elle a aussi été appelée ruelle Baudet, rue de la Couldraie et chemin de la Saussaie		13392_historique_2	Rue des Saussaies	rue				transition	attribute	name	chemin de la Saussaie
1032	passage des deux soeurs || Historique || Elle a été appelée aussi cour des Chiens et cul-de-sac Coypel		10262_historique_2	Passage des Deux Soeurs	passage				transition	attribute	name	cul-de-sac Coypel
1033	avenue du trône || Historique || Elle a porté le nom d'avenue Santerre pendant la Révolution		13894_historique_2	Avenue du Trône	avenue				transition	attribute	name	avenue Santerre	avenue du Trône
1040	rue péclet || Historique || La partie C ouverte vers 1866 lors de la construction de la mairie du XVe arrondissement a été élargie par la Ville de Paris du côté pair en 1902	1902	12718_historique_2	Rue Péclet	rue				transition	attribute	geometry
1050	rue watteau || Historique || La rue Watteau était dénommée, précédemment, rue du Petit Banquier, antérieurement, petite rue du Banquier et, plus anciennement, rue du Petit Bouquet (1816)		14134_historique_5	Rue Watteau	rue				transition	attribute	name	petite rue du Banquier	rue du Petit Banquier
1051	rue watteau || Historique || La rue Watteau était dénommée, précédemment, rue du Petit Banquier, antérieurement, petite rue du Banquier et, plus anciennement, rue du Petit Bouquet (1816)		14134_historique_5	Rue Watteau	rue				transition	attribute	name	rue du Petit Bouquet	petite rue du Banquier
1052	rue watteau || Historique || La rue Watteau était dénommée, précédemment, rue du Petit Banquier, antérieurement, petite rue du Banquier et, plus anciennement, rue du Petit Bouquet (1816)	1816	14134_historique_5	Rue Watteau	rue				transition	attribute	name		rue du Petit Bouquet
1060	boulevard de la villette || Historique || En 1945, la partie qui s'étendait depuis l'avenue Secrétan et la rue La Fayette jusqu'à la rue du Faubourg Saint-Martin et le quai de la Seine, a pris le nom de place de Stalingrad puis, en 1993, de place de la Bataille de Stalingrad	1993	14076_historique_4	Place de la Bataille de Stalingrad	place				transition	attribute	name		place de Stalingrad
1809	rue des amiraux || Historique || Précédemment, rue et impasse des Vosges, et impasse de Clignancourt (partie B)		8946_historique	Rue des Amiraux	rue				transition	attribute	geometry
1809	rue des amiraux || Historique || Précédemment, rue et impasse des Vosges, et impasse de Clignancourt (partie B)		8946_historique	Impasse de Clignancourt	rue				transition	attribute	geometry
1847	passage de l'atlas || Historique || Précédemment partie de l'impasse Rébeval dans le tronçon A et partie de la rue Richer dans la partie B		9087_historique_1	Passage de l'Atlas	passage				transition	attribute	geometry
1847	passage de l'atlas || Historique || Précédemment partie de l'impasse Rébeval dans le tronçon A et partie de la rue Richer dans la partie B		9087_historique_1	Rue Richer	rue				transition	attribute	geometry
1927	rue champollion || Historique || Cette voie existait en 1254, elle fut successivement dénommée vicus Coementariorium, vicus Lathomorum, rue Le Masson, rue aux Etuves, rue des Maçons Sorbonne		9708_historique_1	Rue Champollion	rue				transition	attribute	name	vicus Lathomorum	rue aux Etuves
1928	rue champollion || Historique || Cette voie existait en 1254, elle fut successivement dénommée vicus Coementariorium, vicus Lathomorum, rue Le Masson, rue aux Etuves, rue des Maçons Sorbonne		9708_historique_1	Rue Champollion	rue				transition	attribute	name	rue aux Etuves	rue des Maçons Sorbonne
1929	rue champollion || Historique || Cette voie existait en 1254, elle fut successivement dénommée vicus Coementariorium, vicus Lathomorum, rue Le Masson, rue aux Etuves, rue des Maçons Sorbonne		9708_historique_1	Rue Champollion	rue				transition	attribute	name	rue des Maçons Sorbonne	rue Champollion
1993	rue du commerce || Historique || L'arrêté du 16 mars 1877 rétablit le nom de rue du Commerce qui avait été changé en rue de la Montagne Noire par arrêté du 1er février 1877	1877-03-16	9995_historique_1	Rue du Commerce	rue				transition	attribute	name	rue de la Montagne Noire	rue du Commerce
2000	rue eugène manuel || Ouverture || La partie A a été ouverte en 1897 et la partie B en 1908	1908	10602_ouverture	Rue Eugène Manuel	rue				transition	attribute	geometry
2001	rue mérimée || Historique || Précédemment passage des Belles Feuilles et plus anciennement passage des Biches		12213_historique	Rue Mérimée	rue				transition	attribute	name	passage des Biches	passage des Belles Feuilles
3000	rue roger verlomme || Historique || Partie B, précédemment, impasse de Béarn, antérieurement, impasse des Hospitalières et plus anciennement partie de la rue du Foin		13285_historique_2	Impasse de Béarn	impasse				transition	attribute	name	impasse des Hospitalières	impasse de Béarn
6000	rue saint-hyacinthe || Historique || Créée vers 1650, cette voie est restée à l'état d'impasse jusqu'en 1807 sous les noms de cul-de-sac des Jacobins, puis de cul-de-sac Saint-Hyacinthe		13608_historique_2	Rue Saint-Hyacinthe	rue				transition	attribute	name	cul-de-sac des Jacobins	cul-de-sac Saint-Hyacinthe
6001	rue saint-hyacinthe || Historique || Créée vers 1650, cette voie est restée à l'état d'impasse jusqu'en 1807 sous les noms de cul-de-sac des Jacobins, puis de cul-de-sac Saint-Hyacinthe		13608_historique_2	Rue Saint-Hyacinthe	rue				transition	attribute	name	cul-de-sac Saint-Hyacinthe	rue Saint-Hyacinthe
